subject,tapNum,natRhythmTap (in ms.)
s07_nd_0,88,1649593683031.9487
s07_nd_0,89,1649593683317.4202
s07_nd_0,90,1649593683550.2441
s07_nd_0,91,1649593683809.6406
s07_nd_0,92,1649593684053.1353
s07_nd_0,93,1649593684310.2046
s07_nd_0,94,1649593684533.005
s07_nd_0,95,1649593684804.4846
s07_nd_0,96,1649593685059.856
s07_nd_0,97,1649593685293.1594
s07_nd_0,98,1649593685548.896
s07_nd_0,99,1649593685799.017
s07_nd_0,100,1649593686080.3672
s07_nd_0,101,1649593686329.667
s07_nd_0,102,1649593686575.375
s07_nd_0,103,1649593686833.0063
s07_nd_0,104,1649593687102.3572
s07_nd_0,105,1649593687362.7378
s07_nd_0,106,1649593687635.8882
s07_nd_0,107,1649593687867.2668
s07_nd_0,108,1649593688138.568
s07_nd_0,109,1649593688383.3914
s07_nd_0,110,1649593688642.874
s07_nd_0,111,1649593688916.494
s07_nd_0,112,1649593689162.691
s07_nd_0,113,1649593689405.8293
s07_nd_0,114,1649593689655.4966
s07_nd_0,115,1649593689913.4639
s07_nd_0,116,1649593690133.1526
s07_nd_0,117,1649593690442.5254
s07_nd_0,118,1649593690700.845
s07_nd_0,119,1649593690970.6992
s07_nd_0,120,1649593691205.378
s07_nd_0,121,1649593691513.0212
s07_nd_0,122,1649593691760.8867
s07_nd_0,123,1649593692029.9106
s07_nd_0,124,1649593692263.088
s07_nd_0,125,1649593692521.1248
s07_nd_0,126,1649593692779.4075
s07_nd_0,127,1649593693041.0203
s07_nd_0,128,1649593693262.67
s07_nd_0,129,1649593693520.247
s07_nd_0,130,1649593693794.6477
s07_nd_0,131,1649593694066.9
s07_nd_0,132,1649593694311.538
s07_nd_0,133,1649593694559.045
s07_nd_0,134,1649593694806.1545
s07_nd_0,135,1649593695076.6892
s07_nd_0,136,1649593695323.9324
s07_nd_0,137,1649593695583.4277
s07_nd_0,138,1649593695831.6453
s07_nd_0,139,1649593696077.1074
s07_nd_0,140,1649593696359.16
s07_nd_0,141,1649593696630.8914
s07_nd_0,142,1649593696855.1475
s07_nd_0,143,1649593697127.4646
s07_nd_0,144,1649593697397.6445
s07_nd_0,145,1649593697672.8955
s07_nd_0,146,1649593697933.1633
s07_nd_0,147,1649593698181.3
s07_nd_0,148,1649593698406.9314
s07_nd_0,149,1649593698679.0544
s07_nd_0,150,1649593698937.2979
s07_nd_0,151,1649593699163.2842
s07_nd_0,152,1649593699420.4375
s07_nd_0,153,1649593699667.344
s07_nd_0,154,1649593699926.1882
s07_nd_0,155,1649593700171.8416
s07_nd_0,156,1649593700432.7632
s07_nd_0,157,1649593700693.5068
s07_nd_0,158,1649593700939.4456
s07_nd_0,159,1649593701185.8618
s07_nd_0,160,1649593701419.713
s07_nd_0,161,1649593701680.2922
s07_nd_0,162,1649593701912.5657
s07_nd_0,163,1649593702184.651
s07_nd_0,164,1649593702403.9036
s07_nd_0,165,1649593702676.7964
s07_nd_0,166,1649593702920.4998
s07_nd_0,167,1649593703176.8877
s07_nd_0,168,1649593703410.9165
s07_nd_0,169,1649593703648.2322
s07_nd_0,170,1649593703905.5952
s07_nd_0,171,1649593704174.739
s07_nd_0,172,1649593704409.9614
s07_nd_0,173,1649593704653.9868
s07_nd_0,174,1649593704911.4116
s07_nd_0,175,1649593705168.2266
s07_nd_0,176,1649593705449.1387
s07_nd_0,177,1649593705717.8489
s07_nd_0,178,1649593705953.5684
s07_nd_0,179,1649593706224.6655
s07_nd_0,180,1649593706447.463
s07_nd_0,181,1649593706705.517
s07_nd_0,182,1649593706951.7964
s07_nd_0,183,1649593707173.5425
s07_nd_0,184,1649593707432.4492
s07_nd_0,185,1649593707690.182
s07_nd_0,186,1649593707935.9915
s07_nd_0,187,1649593708169.3533
s07_nd_0,188,1649593708440.8616
s07_nd_0,189,1649593708686.9558
s07_nd_0,190,1649593708941.9678
s07_nd_0,191,1649593709175.7
s07_nd_0,192,1649593709421.6675
s07_nd_0,193,1649593709693.9316
s07_nd_0,194,1649593709938.258
s07_nd_0,195,1649593710161.2717
s07_nd_0,196,1649593710407.7273
s07_nd_0,197,1649593710640.3416
s07_nd_0,198,1649593710899.6794
s07_nd_0,199,1649593711148.796
s07_nd_0,200,1649593711385.389
s07_nd_0,201,1649593711618.8271
s07_nd_0,202,1649593711863.0312
s07_nd_0,203,1649593712105.861
s07_nd_0,204,1649593712350.5466
s07_nd_0,205,1649593712611.49
s07_nd_0,206,1649593712866.9307
s07_nd_0,207,1649593713137.0552
s07_nd_0,208,1649593713380.6614
s07_nd_0,209,1649593713627.3855
s07_nd_0,210,1649593713885.7305
s07_nd_0,211,1649593714153.8333
s07_nd_0,212,1649593714377.1934
s07_nd_0,213,1649593714636.6118
s07_nd_0,214,1649593714882.9453
s07_nd_0,215,1649593715130.2178
s07_nd_0,216,1649593715350.7969
s07_nd_0,217,1649593715584.973
s07_nd_0,218,1649593715829.8984
s07_nd_0,219,1649593716075.0437
s07_nd_0,220,1649593716344.6733
s07_nd_0,221,1649593716589.2168
s07_nd_0,222,1649593716835.8872
s07_nd_0,223,1649593717054.9065
s07_nd_0,224,1649593717290.126
s07_nd_0,225,1649593717562.3135
s07_nd_0,226,1649593717797.2058
s07_nd_0,227,1649593718081.3904
s07_nd_0,228,1649593718315.7559
s07_nd_0,229,1649593718590.1047
s07_nd_0,230,1649593718810.6238
s07_nd_0,231,1649593719070.1628
s07_nd_0,232,1649593719302.9116
s07_nd_0,233,1649593719574.981


Time elapsed (in seconds): ,60
Subject perception (in seconds): ,90
