subject,tapNum,natRhythmTap (in ms.)
s07_nd_0,1,1649593659940.6482
s07_nd_0,2,1649593660212.0962
s07_nd_0,3,1649593660518.1355
s07_nd_0,4,1649593660801.5452
s07_nd_0,5,1649593661106.6404
s07_nd_0,6,1649593661406.0767
s07_nd_0,7,1649593661714.3948
s07_nd_0,8,1649593662021.4001
s07_nd_0,9,1649593662292.449
s07_nd_0,10,1649593662578.9407
s07_nd_0,11,1649593662852.2188
s07_nd_0,12,1649593663135.3892
s07_nd_0,13,1649593663403.8972
s07_nd_0,14,1649593663672.917
s07_nd_0,15,1649593663958.0693
s07_nd_0,16,1649593664218.0422
s07_nd_0,17,1649593664477.8193
s07_nd_0,18,1649593664733.0427
s07_nd_0,19,1649593664988.7678
s07_nd_0,20,1649593665270.4202
s07_nd_0,21,1649593665517.579
s07_nd_0,22,1649593665752.9575
s07_nd_0,23,1649593666036.673
s07_nd_0,24,1649593666294.6855
s07_nd_0,25,1649593666564.0369
s07_nd_0,26,1649593666820.967
s07_nd_0,27,1649593667065.4575
s07_nd_0,28,1649593667322.669
s07_nd_0,29,1649593667606.9614
s07_nd_0,30,1649593667878.6545
s07_nd_0,31,1649593668123.6482
s07_nd_0,32,1649593668396.0896
s07_nd_0,33,1649593668629.0364
s07_nd_0,34,1649593669150.649
s07_nd_0,35,1649593669398.13
s07_nd_0,36,1649593669667.4143
s07_nd_0,37,1649593669912.2803
s07_nd_0,38,1649593670171.6594
s07_nd_0,39,1649593670416.3718
s07_nd_0,40,1649593670639.9346
s07_nd_0,41,1649593670921.9866
s07_nd_0,42,1649593671157.248
s07_nd_0,43,1649593671442.3606
s07_nd_0,44,1649593671674.286
s07_nd_0,45,1649593671935.3733
s07_nd_0,46,1649593672195.935
s07_nd_0,47,1649593672495.5037
s07_nd_0,48,1649593672753.7314
s07_nd_0,49,1649593673014.5195
s07_nd_0,50,1649593673274.112
s07_nd_0,51,1649593673534.1018
s07_nd_0,52,1649593673781.139
s07_nd_0,53,1649593674074.698
s07_nd_0,54,1649593674310.9944
s07_nd_0,55,1649593674607.3147
s07_nd_0,56,1649593674828.2969
s07_nd_0,57,1649593675123.354
s07_nd_0,58,1649593675382.7192
s07_nd_0,59,1649593675642.215
s07_nd_0,60,1649593675915.1162
s07_nd_0,61,1649593676149.3232
s07_nd_0,62,1649593676419.2102
s07_nd_0,63,1649593676706.0874
s07_nd_0,64,1649593676937.3909
s07_nd_0,65,1649593677211.1013
s07_nd_0,66,1649593677456.5747
s07_nd_0,67,1649593677731.0066
s07_nd_0,68,1649593677981.0527
s07_nd_0,69,1649593678239.353
s07_nd_0,70,1649593678498.6794
s07_nd_0,71,1649593678743.1558
s07_nd_0,72,1649593678987.8418
s07_nd_0,73,1649593679245.385
s07_nd_0,74,1649593679479.7578
s07_nd_0,75,1649593679763.1155
s07_nd_0,76,1649593679992.934
s07_nd_0,77,1649593680238.5198
s07_nd_0,78,1649593680496.7026
s07_nd_0,79,1649593680730.76
s07_nd_0,80,1649593681015.1218
s07_nd_0,81,1649593681261.8054
s07_nd_0,82,1649593681493.1724
s07_nd_0,83,1649593681775.0862
s07_nd_0,84,1649593682021.9692
s07_nd_0,85,1649593682281.8025
s07_nd_0,86,1649593682552.7192
s07_nd_0,87,1649593682798.7693
