subject,tapNum,natRhythmTap (in ms.)
s04_ak_0,1,1649582788176.8525
s04_ak_0,2,1649582788638.331
s04_ak_0,3,1649582789126.7444
s04_ak_0,4,1649582789586.9502
s04_ak_0,5,1649582790071.3186
s04_ak_0,6,1649582790548.4097
s04_ak_0,7,1649582791058.2644
s04_ak_0,8,1649582791549.6943
s04_ak_0,9,1649582792058.3337
s04_ak_0,10,1649582792531.9639
s04_ak_0,11,1649582793004.6406
s04_ak_0,12,1649582793500.7053
s04_ak_0,13,1649582793996.415
s04_ak_0,14,1649582794458.8682
s04_ak_0,15,1649582794933.7805
s04_ak_0,16,1649582795444.7783
s04_ak_0,17,1649582795926.4917
s04_ak_0,18,1649582796412.75
s04_ak_0,19,1649582796897.751
s04_ak_0,20,1649582797359.4978
s04_ak_0,21,1649582797847.2004
s04_ak_0,22,1649582798346.986
s04_ak_0,23,1649582798809.6218
s04_ak_0,24,1649582799299.3794
s04_ak_0,25,1649582799772.2603
s04_ak_0,26,1649582800285.579
s04_ak_0,27,1649582800735.691
s04_ak_0,28,1649582801247.2139
s04_ak_0,29,1649582801722.1663
s04_ak_0,30,1649582802243.2288
s04_ak_0,31,1649582802705.5527
s04_ak_0,32,1649582803215.5386
s04_ak_0,33,1649582803654.2666
s04_ak_0,34,1649582804165.3528
s04_ak_0,35,1649582804640.9077
s04_ak_0,36,1649582805129.7332
s04_ak_0,37,1649582805628.0076
s04_ak_0,38,1649582806127.6982
s04_ak_0,39,1649582806581.7957
s04_ak_0,40,1649582807080.6123
s04_ak_0,41,1649582807557.6296
s04_ak_0,42,1649582808067.893
s04_ak_0,43,1649582808519.6726
s04_ak_0,44,1649582809027.9531
s04_ak_0,45,1649582809478.875
s04_ak_0,46,1649582809962.9897
s04_ak_0,47,1649582810442.0588
s04_ak_0,48,1649582810914.6152
s04_ak_0,49,1649582811393.119
s04_ak_0,50,1649582811868.4907
s04_ak_0,51,1649582812392.8713
s04_ak_0,52,1649582812819.525
s04_ak_0,53,1649582813278.7178
s04_ak_0,54,1649582813777.8955
s04_ak_0,55,1649582814234.9243
s04_ak_0,56,1649582814747.927
s04_ak_0,57,1649582815221.082
s04_ak_0,58,1649582815700.8298
s04_ak_0,59,1649582816178.7402
s04_ak_0,60,1649582816677.6726
s04_ak_0,61,1649582817152.9531
s04_ak_0,62,1649582817628.8435
s04_ak_0,63,1649582818120.753
s04_ak_0,64,1649582818593.8638
s04_ak_0,65,1649582819066.5825
s04_ak_0,66,1649582819530.3435
s04_ak_0,67,1649582820004.0977
s04_ak_0,68,1649582820462.8667
s04_ak_0,69,1649582820908.3167
s04_ak_0,70,1649582821411.7368
s04_ak_0,71,1649582821857.6409
s04_ak_0,72,1649582822331.5735
s04_ak_0,73,1649582822791.3857
s04_ak_0,74,1649582823276.919
s04_ak_0,75,1649582823712.824
s04_ak_0,76,1649582824224.5342
s04_ak_0,77,1649582824662.552
s04_ak_0,78,1649582825136.5173
s04_ak_0,79,1649582825609.5786
s04_ak_0,80,1649582826072.7769
s04_ak_0,81,1649582826550.9382
s04_ak_0,82,1649582827026.9644
s04_ak_0,83,1649582827488.8384
s04_ak_0,84,1649582827974.7205
s04_ak_0,85,1649582828436.996
s04_ak_0,86,1649582828924.9756
s04_ak_0,87,1649582829387.4016
s04_ak_0,88,1649582829883.8381
s04_ak_0,89,1649582830357.3645
s04_ak_0,90,1649582830820.3054
s04_ak_0,91,1649582831318.9382
s04_ak_0,92,1649582831768.821
s04_ak_0,93,1649582832229.5576
s04_ak_0,94,1649582832681.0771
s04_ak_0,95,1649582833142.1953
s04_ak_0,96,1649582833640.7463
s04_ak_0,97,1649582834116.0405
s04_ak_0,98,1649582834577.9395
s04_ak_0,99,1649582835064.5024
s04_ak_0,100,1649582835516.1184
s04_ak_0,101,1649582836027.1892
s04_ak_0,102,1649582836500.6702
s04_ak_0,103,1649582836976.072
s04_ak_0,104,1649582837462.2568
s04_ak_0,105,1649582837935.1099
s04_ak_0,106,1649582838418.634
s04_ak_0,107,1649582838872.6797
s04_ak_0,108,1649582839346.0095
s04_ak_0,109,1649582839806.1453
s04_ak_0,110,1649582840291.812
s04_ak_0,111,1649582840764.9373
s04_ak_0,112,1649582841265.4163
s04_ak_0,113,1649582841716.4802
s04_ak_0,114,1649582842203.399
s04_ak_0,115,1649582842677.3618
s04_ak_0,116,1649582843177.971
s04_ak_0,117,1649582843652.0261
s04_ak_0,118,1649582844101.6443
s04_ak_0,119,1649582844573.6619
s04_ak_0,120,1649582845046.9937
s04_ak_0,121,1649582845496.525
s04_ak_0,122,1649582845980.2437
s04_ak_0,123,1649582846408.9004
s04_ak_0,124,1649582846883.2036
s04_ak_0,125,1649582847367.3037


Time elapsed (in seconds): ,60
Subject perception (in seconds): ,75
