subject,tapNum,x_pos,y_pos,time_stamp (in ms.)
Yoav_slow_1,1,0.54875,0.7422222222222222,11.257171630859375
Yoav_slow_1,1,0.54875,0.7422222222222222,22.789478302001953
Yoav_slow_1,1,0.54875,0.7422222222222222,34.86442565917969
Yoav_slow_1,1,0.54875,0.7422222222222222,47.725677490234375
Yoav_slow_1,1,0.54375,0.7422222222222222,59.96417999267578
Yoav_slow_1,1,0.540625,0.741111111111111,71.91610336303711
Yoav_slow_1,1,0.536875,0.741111111111111,85.01791954040527
Yoav_slow_1,1,0.52875,0.7388888888888889,97.65148162841797
Yoav_slow_1,1,0.52125,0.7355555555555555,109.58051681518555
Yoav_slow_1,1,0.51625,0.7333333333333334,121.53267860412598
Yoav_slow_1,1,0.510625,0.731111111111111,133.39877128601074
Yoav_slow_1,1,0.50625,0.7288888888888889,145.73383331298828
Yoav_slow_1,1,0.499375,0.7244444444444444,158.56480598449707
Yoav_slow_1,1,0.494375,0.721111111111111,170.8817481994629
Yoav_slow_1,1,0.48625,0.7155555555555555,183.64286422729492
Yoav_slow_1,1,0.48125,0.7122222222222222,196.2740421295166
Yoav_slow_1,1,0.47375,0.7077777777777778,207.6873779296875
Yoav_slow_1,1,0.469375,0.7044444444444444,221.29058837890625
Yoav_slow_1,1,0.4625,0.6977777777777778,233.11090469360352
Yoav_slow_1,1,0.458125,0.6922222222222223,244.71354484558105
Yoav_slow_1,1,0.451875,0.6855555555555555,257.52806663513184
Yoav_slow_1,1,0.446875,0.6799999999999999,270.01142501831055
Yoav_slow_1,1,0.440625,0.6733333333333333,282.4680805206299
Yoav_slow_1,1,0.436875,0.6677777777777778,294.7118282318115
Yoav_slow_1,1,0.43125,0.6599999999999999,306.8580627441406
Yoav_slow_1,1,0.4275,0.6544444444444444,319.02503967285156
Yoav_slow_1,1,0.42125,0.6466666666666667,331.7441940307617
Yoav_slow_1,1,0.416875,0.6411111111111112,343.39189529418945
Yoav_slow_1,1,0.41125,0.6322222222222222,356.0209274291992
Yoav_slow_1,1,0.4075,0.6266666666666667,368.349552154541
Yoav_slow_1,1,0.40375,0.6211111111111112,381.1836242675781
Yoav_slow_1,1,0.39875,0.6122222222222222,392.8806781768799
Yoav_slow_1,1,0.39375,0.6044444444444445,404.73222732543945
Yoav_slow_1,1,0.39125,0.5977777777777777,416.63217544555664
Yoav_slow_1,1,0.388125,0.5900000000000001,428.76529693603516
Yoav_slow_1,1,0.385,0.5844444444444444,441.20049476623535
Yoav_slow_1,1,0.380625,0.5766666666666667,453.61924171447754
Yoav_slow_1,1,0.378125,0.5711111111111111,466.16625785827637
Yoav_slow_1,1,0.374375,0.5633333333333334,477.80299186706543
Yoav_slow_1,1,0.37125,0.5555555555555556,490.18287658691406
Yoav_slow_1,1,0.369375,0.55,501.9257068634033
Yoav_slow_1,1,0.368125,0.5444444444444445,515.0237083435059
Yoav_slow_1,1,0.36625,0.5366666666666666,526.4337062835693
Yoav_slow_1,1,0.365625,0.5311111111111111,538.860559463501
Yoav_slow_1,1,0.364375,0.5233333333333333,551.4485836029053
Yoav_slow_1,1,0.363125,0.518888888888889,563.7862682342529
Yoav_slow_1,1,0.3625,0.5144444444444445,575.9754180908203
Yoav_slow_1,1,0.361875,0.5077777777777778,587.4979496002197
Yoav_slow_1,1,0.361875,0.5011111111111111,598.9987850189209
Yoav_slow_1,1,0.361875,0.4966666666666667,611.8395328521729
Yoav_slow_1,1,0.361875,0.49111111111111116,623.7921714782715
Yoav_slow_1,1,0.361875,0.4833333333333333,636.610746383667
Yoav_slow_1,1,0.361875,0.47777777777777775,648.0433940887451
Yoav_slow_1,1,0.361875,0.4733333333333334,660.4113578796387
Yoav_slow_1,1,0.361875,0.4666666666666667,673.1083393096924
Yoav_slow_1,1,0.361875,0.4622222222222222,685.9383583068848
Yoav_slow_1,1,0.361875,0.4555555555555556,698.3447074890137
Yoav_slow_1,1,0.361875,0.4488888888888889,711.1318111419678
Yoav_slow_1,1,0.3625,0.44333333333333336,723.4036922454834
Yoav_slow_1,1,0.363125,0.4388888888888889,736.0391616821289
Yoav_slow_1,1,0.36375,0.4311111111111111,748.7039566040039
Yoav_slow_1,1,0.364375,0.42666666666666664,760.9477043151855
Yoav_slow_1,1,0.365625,0.42000000000000004,773.4825611114502
Yoav_slow_1,1,0.366875,0.41333333333333333,786.0493659973145
Yoav_slow_1,1,0.3675,0.41000000000000003,798.4251976013184
Yoav_slow_1,1,0.369375,0.4033333333333333,809.8514080047607
Yoav_slow_1,1,0.370625,0.39888888888888885,822.6346969604492
Yoav_slow_1,1,0.371875,0.3933333333333333,835.3316783905029
Yoav_slow_1,1,0.375,0.38555555555555554,847.4109172821045
Yoav_slow_1,1,0.37625,0.38111111111111107,860.0339889526367
Yoav_slow_1,1,0.379375,0.37444444444444447,872.6425170898438
Yoav_slow_1,1,0.38125,0.37,885.3492736816406
Yoav_slow_1,1,0.38375,0.3633333333333333,897.127628326416
Yoav_slow_1,1,0.38625,0.3566666666666667,908.9655876159668
Yoav_slow_1,1,0.388125,0.3522222222222222,921.3073253631592
Yoav_slow_1,1,0.39125,0.3466666666666667,932.9164028167725
Yoav_slow_1,1,0.395625,0.33777777777777773,945.9874629974365
Yoav_slow_1,1,0.39875,0.3322222222222222,958.1403732299805
Yoav_slow_1,1,0.40375,0.3244444444444444,969.916582107544
Yoav_slow_1,1,0.406875,0.31999999999999995,981.7490577697754
Yoav_slow_1,1,0.41,0.3155555555555556,994.4262504577637
Yoav_slow_1,1,0.414375,0.3077777777777778,1006.8507194519043
Yoav_slow_1,1,0.4175,0.30333333333333334,1019.6738243103027
Yoav_slow_1,1,0.4225,0.29555555555555557,1032.4678421020508
Yoav_slow_1,1,0.426875,0.29000000000000004,1045.403003692627
Yoav_slow_1,1,0.4325,0.28222222222222226,1057.4240684509277
Yoav_slow_1,1,0.438125,0.27555555555555555,1070.0325965881348
Yoav_slow_1,1,0.441875,0.2711111111111111,1082.7717781066895
Yoav_slow_1,1,0.445,0.2677777777777778,1095.3483581542969
Yoav_slow_1,1,0.450625,0.26222222222222225,1107.5401306152344
Yoav_slow_1,1,0.454375,0.2577777777777778,1120.1729774475098
Yoav_slow_1,1,0.460625,0.25222222222222224,1132.0257186889648
Yoav_slow_1,1,0.464375,0.24888888888888894,1144.2909240722656
Yoav_slow_1,1,0.47,0.2433333333333333,1156.846046447754
Yoav_slow_1,1,0.47375,0.23888888888888893,1170.1076030731201
Yoav_slow_1,1,0.479375,0.23222222222222222,1182.0800304412842
Yoav_slow_1,1,0.483125,0.22777777777777775,1194.0178871154785
Yoav_slow_1,1,0.489375,0.22111111111111115,1206.7577838897705
