subject,tapNum,natRhythmTap (in ms.)
s06_nt_0,1,1649588276902.7637
s06_nt_0,2,1649588277325.138
s06_nt_0,3,1649588277373.7744
s06_nt_0,4,1649588277766.887
s06_nt_0,5,1649588278169.154
s06_nt_0,6,1649588278553.0571
s06_nt_0,7,1649588278947.256
s06_nt_0,8,1649588279400.9546
s06_nt_0,9,1649588279824.8875
s06_nt_0,10,1649588280329.017
s06_nt_0,11,1649588280744.0127
s06_nt_0,12,1649588281199.7612
s06_nt_0,13,1649588281595.9434
s06_nt_0,14,1649588282042.6797
s06_nt_0,15,1649588282532.9907
s06_nt_0,16,1649588282979.0085
s06_nt_0,17,1649588283388.3923
s06_nt_0,18,1649588283846.0256
s06_nt_0,19,1649588284291.7812
s06_nt_0,20,1649588284744.1292
s06_nt_0,21,1649588285257.5442
s06_nt_0,22,1649588285654.3818
s06_nt_0,23,1649588286086.2107
s06_nt_0,24,1649588286552.6853
s06_nt_0,25,1649588286972.8787
s06_nt_0,26,1649588287453.9387
s06_nt_0,27,1649588287861.5723
s06_nt_0,28,1649588288315.4548
s06_nt_0,29,1649588288774.8086
s06_nt_0,30,1649588289188.0417
s06_nt_0,31,1649588289665.2578
s06_nt_0,32,1649588290087.6125
s06_nt_0,33,1649588290518.6738
s06_nt_0,34,1649588290960.5332
s06_nt_0,35,1649588291439.386
s06_nt_0,36,1649588291846.8716
s06_nt_0,37,1649588292279.8132
s06_nt_0,38,1649588292700.448
s06_nt_0,39,1649588293131.8567
s06_nt_0,40,1649588293574.9248
s06_nt_0,41,1649588294032.688
s06_nt_0,42,1649588294380.779
s06_nt_0,43,1649588294823.8926
s06_nt_0,44,1649588295257.6282
s06_nt_0,45,1649588295712.6147
s06_nt_0,46,1649588296179.5742
s06_nt_0,47,1649588296598.9355
s06_nt_0,48,1649588297047.1453
s06_nt_0,49,1649588297465.7114
s06_nt_0,50,1649588297872.0042
s06_nt_0,51,1649588298298.483
s06_nt_0,52,1649588298682.6672
s06_nt_0,53,1649588298706.3489
s06_nt_0,54,1649588299077.7417
s06_nt_0,55,1649588299543.0618
s06_nt_0,56,1649588299977.0312
s06_nt_0,57,1649588300398.1372
s06_nt_0,58,1649588300817.5017
s06_nt_0,59,1649588301247.9841
s06_nt_0,60,1649588301620.949
s06_nt_0,61,1649588302150.2842
s06_nt_0,62,1649588302569.6785
s06_nt_0,63,1649588302976.9763
s06_nt_0,64,1649588303372.1511
s06_nt_0,65,1649588303886.4785
s06_nt_0,66,1649588304276.9746
s06_nt_0,67,1649588304708.7886
s06_nt_0,68,1649588305129.9932
s06_nt_0,69,1649588305587.359
s06_nt_0,70,1649588306059.7
s06_nt_0,71,1649588306493.731
s06_nt_0,72,1649588306506.0552
s06_nt_0,73,1649588306829.0232
s06_nt_0,74,1649588307285.117
s06_nt_0,75,1649588307309.149
s06_nt_0,76,1649588307778.7573
s06_nt_0,77,1649588308221.143
s06_nt_0,78,1649588308595.255
s06_nt_0,79,1649588309062.335
s06_nt_0,80,1649588309433.185
s06_nt_0,81,1649588309877.859
s06_nt_0,82,1649588310240.246
s06_nt_0,83,1649588310730.3293
s06_nt_0,84,1649588311198.428
s06_nt_0,85,1649588311597.622
s06_nt_0,86,1649588312018.2334
s06_nt_0,87,1649588312440.2542
s06_nt_0,88,1649588312871.253
s06_nt_0,89,1649588313277.7417
s06_nt_0,90,1649588313748.3936
s06_nt_0,91,1649588314135.0542
s06_nt_0,92,1649588314579.487
s06_nt_0,93,1649588314627.0408
s06_nt_0,94,1649588314951.5017
s06_nt_0,95,1649588315427.824
s06_nt_0,96,1649588315868.4194
s06_nt_0,97,1649588316290.624
s06_nt_0,98,1649588316710.123
s06_nt_0,99,1649588317119.0706
s06_nt_0,100,1649588317598.4346
s06_nt_0,101,1649588318021.281
s06_nt_0,102,1649588318453.6433
s06_nt_0,103,1649588318898.1204
s06_nt_0,104,1649588319281.375
s06_nt_0,105,1649588319665.087
s06_nt_0,106,1649588320155.4807
s06_nt_0,107,1649588320549.6985
s06_nt_0,108,1649588320994.401
s06_nt_0,109,1649588321378.25
s06_nt_0,110,1649588321808.9148
s06_nt_0,111,1649588322250.5535
s06_nt_0,112,1649588322739.9702
s06_nt_0,113,1649588323122.1663
s06_nt_0,114,1649588323158.8467
s06_nt_0,115,1649588323471.5845
s06_nt_0,116,1649588323471.5845
s06_nt_0,117,1649588323878.0625
s06_nt_0,118,1649588324334.0046
s06_nt_0,119,1649588324778.052
s06_nt_0,120,1649588325175.0842
s06_nt_0,121,1649588325569.3943
s06_nt_0,122,1649588326009.725
s06_nt_0,123,1649588326418.1162
s06_nt_0,124,1649588326838.3179
s06_nt_0,125,1649588327184.3618
s06_nt_0,126,1649588327689.74
s06_nt_0,127,1649588328109.3364
s06_nt_0,128,1649588328518.8567
s06_nt_0,129,1649588328940.4348
s06_nt_0,130,1649588329342.5718
s06_nt_0,131,1649588329741.4048
s06_nt_0,132,1649588330211.0288
s06_nt_0,133,1649588330585.0251
s06_nt_0,134,1649588331017.7031
s06_nt_0,135,1649588331511.2605
s06_nt_0,136,1649588331919.5652
s06_nt_0,137,1649588332337.6501
s06_nt_0,138,1649588332794.1194
s06_nt_0,139,1649588333252.4475
s06_nt_0,140,1649588333660.1138
s06_nt_0,141,1649588334070.0896
s06_nt_0,142,1649588334502.2253
s06_nt_0,143,1649588334934.585
s06_nt_0,144,1649588335344.1765
s06_nt_0,145,1649588335764.9875
s06_nt_0,146,1649588336212.8623


Time elapsed (in seconds): ,60
Subject perception (in seconds): ,60
