subject,tapNum,natRhythmTap (in ms.)
s_06_gb_0,1,1649589082737.8933
s_06_gb_0,2,1649589083090.8416
s_06_gb_0,3,1649589083458.6304
s_06_gb_0,4,1649589083861.1775
s_06_gb_0,5,1649589084260.782
s_06_gb_0,6,1649589084701.7168
s_06_gb_0,7,1649589085106.7854
s_06_gb_0,8,1649589085472.7373
s_06_gb_0,9,1649589085899.5146
s_06_gb_0,10,1649589086293.5269
s_06_gb_0,11,1649589086685.18
s_06_gb_0,12,1649589087076.0815
s_06_gb_0,13,1649589087466.8818
s_06_gb_0,14,1649589087831.9343
s_06_gb_0,15,1649589088219.2341
s_06_gb_0,16,1649589088596.5535
s_06_gb_0,17,1649589088986.2483
s_06_gb_0,18,1649589089363.6118
s_06_gb_0,19,1649589089729.325
s_06_gb_0,20,1649589090118.9902
s_06_gb_0,21,1649589090486.8147
s_06_gb_0,22,1649589090874.5698
s_06_gb_0,23,1649589091263.3738
s_06_gb_0,24,1649589091645.1338
s_06_gb_0,25,1649589092011.7595
s_06_gb_0,26,1649589092463.2654
s_06_gb_0,27,1649589092841.147
s_06_gb_0,28,1649589093253.5986
s_06_gb_0,29,1649589093657.4717
s_06_gb_0,30,1649589094025.0396
s_06_gb_0,31,1649589094389.0684
s_06_gb_0,32,1649589094780.2507
s_06_gb_0,33,1649589095165.187
s_06_gb_0,34,1649589095554.826
s_06_gb_0,35,1649589095931.0544
s_06_gb_0,36,1649589096345.976
s_06_gb_0,37,1649589096712.0674
s_06_gb_0,38,1649589097136.4185
s_06_gb_0,39,1649589097504.6335
s_06_gb_0,40,1649589097893.1904
s_06_gb_0,41,1649589098259.1648
s_06_gb_0,42,1649589098659.8652
s_06_gb_0,43,1649589099062.1787
s_06_gb_0,44,1649589099450.389
s_06_gb_0,45,1649589099805.7842
s_06_gb_0,46,1649589100174.8315
s_06_gb_0,47,1649589100579.8264
s_06_gb_0,48,1649589100955.103
s_06_gb_0,49,1649589101311.0933
s_06_gb_0,50,1649589101713.508
s_06_gb_0,51,1649589102054.8245
s_06_gb_0,52,1649589102431.8394
s_06_gb_0,53,1649589102797.442
s_06_gb_0,54,1649589103188.7544
s_06_gb_0,55,1649589103578.1917
s_06_gb_0,56,1649589103965.0645
s_06_gb_0,57,1649589104353.9626
s_06_gb_0,58,1649589104755.4907
s_06_gb_0,59,1649589105136.0212
s_06_gb_0,60,1649589105540.5151
s_06_gb_0,61,1649589105916.0664
s_06_gb_0,62,1649589106327.1685
s_06_gb_0,63,1649589106708.0173
s_06_gb_0,64,1649589107098.6006
s_06_gb_0,65,1649589107464.874
s_06_gb_0,66,1649589107853.9895
s_06_gb_0,67,1649589108244.0955
s_06_gb_0,68,1649589108608.9937
s_06_gb_0,69,1649589108974.5222
s_06_gb_0,70,1649589109330.1575
s_06_gb_0,71,1649589109734.0054
s_06_gb_0,72,1649589110102.5684
s_06_gb_0,73,1649589110469.099
s_06_gb_0,74,1649589110844.2446
s_06_gb_0,75,1649589111211.7695
s_06_gb_0,76,1649589111568.9192
s_06_gb_0,77,1649589111898.491
s_06_gb_0,78,1649589112299.9937
s_06_gb_0,79,1649589112654.4233
s_06_gb_0,80,1649589113056.166
s_06_gb_0,81,1649589113457.5293
s_06_gb_0,82,1649589113847.5505
s_06_gb_0,83,1649589114212.3027
s_06_gb_0,84,1649589114577.5667
s_06_gb_0,85,1649589114895.819
s_06_gb_0,86,1649589115263.2744
s_06_gb_0,87,1649589115613.933
s_06_gb_0,88,1649589116014.3237
s_06_gb_0,89,1649589116392.0256
s_06_gb_0,90,1649589116758.1243
s_06_gb_0,91,1649589117135.537
s_06_gb_0,92,1649589117489.3486
s_06_gb_0,93,1649589117868.4597
s_06_gb_0,94,1649589118243.6372
s_06_gb_0,95,1649589118609.152
s_06_gb_0,96,1649589118973.5027
s_06_gb_0,97,1649589119349.9856
s_06_gb_0,98,1649589119715.4248
s_06_gb_0,99,1649589120072.0164
s_06_gb_0,100,1649589120474.1465
s_06_gb_0,101,1649589120814.3125
s_06_gb_0,102,1649589121217.4438
s_06_gb_0,103,1649589121547.7053
s_06_gb_0,104,1649589121924.08
s_06_gb_0,105,1649589122263.6416
s_06_gb_0,106,1649589122628.8708
s_06_gb_0,107,1649589122970.2144
s_06_gb_0,108,1649589123347.1423
s_06_gb_0,109,1649589123713.8333
s_06_gb_0,110,1649589124081.0579
s_06_gb_0,111,1649589124434.0205
s_06_gb_0,112,1649589124827.264
s_06_gb_0,113,1649589125145.0684
s_06_gb_0,114,1649589125511.9226
s_06_gb_0,115,1649589125919.167
s_06_gb_0,116,1649589126310.0195
s_06_gb_0,117,1649589126662.9626
s_06_gb_0,118,1649589127015.163
s_06_gb_0,119,1649589127356.6633
s_06_gb_0,120,1649589127722.4575
s_06_gb_0,121,1649589128075.2393
s_06_gb_0,122,1649589128429.0198
s_06_gb_0,123,1649589128770.2185
s_06_gb_0,124,1649589129122.411
s_06_gb_0,125,1649589129502.1272
s_06_gb_0,126,1649589129869.2888
s_06_gb_0,127,1649589130200.5898
s_06_gb_0,128,1649589130564.7236
s_06_gb_0,129,1649589130896.8435
s_06_gb_0,130,1649589131289.0125
s_06_gb_0,131,1649589131703.168
s_06_gb_0,132,1649589132093.3438
s_06_gb_0,133,1649589132459.2607
s_06_gb_0,134,1649589132814.4521
s_06_gb_0,135,1649589133194.7444
s_06_gb_0,136,1649589133559.8718
s_06_gb_0,137,1649589133925.011
s_06_gb_0,138,1649589134325.4072
s_06_gb_0,139,1649589134701.7175
s_06_gb_0,140,1649589135069.5688
s_06_gb_0,141,1649589135411.0935
s_06_gb_0,142,1649589135802.2944
s_06_gb_0,143,1649589136190.275
s_06_gb_0,144,1649589136580.7354
s_06_gb_0,145,1649589136997.0107
s_06_gb_0,146,1649589137361.9536
s_06_gb_0,147,1649589137727.1787
s_06_gb_0,148,1649589138079.8196
s_06_gb_0,149,1649589138421.113
s_06_gb_0,150,1649589138775.6714
s_06_gb_0,151,1649589139166.0557
s_06_gb_0,152,1649589139518.2263
s_06_gb_0,153,1649589139873.7642
s_06_gb_0,154,1649589140242.832
s_06_gb_0,155,1649589140606.0688
s_06_gb_0,156,1649589141008.3452
s_06_gb_0,157,1649589141412.9724
s_06_gb_0,158,1649589141800.7407
s_06_gb_0,159,1649589142130.885


Time elapsed (in seconds): ,60
Subject perception (in seconds): ,30
