subject,tapNum,natRhythmTap (in ms.)
s_02_lg_0,1,1649581737875.6172
s_02_lg_0,2,1649581738337.4895
s_02_lg_0,3,1649581738744.8352
s_02_lg_0,4,1649581739158.5005
s_02_lg_0,5,1649581739527.6855
s_02_lg_0,6,1649581739895.3708
s_02_lg_0,7,1649581740275.9668
s_02_lg_0,8,1649581740653.7812
s_02_lg_0,9,1649581741016.7996
s_02_lg_0,10,1649581741410.0818
s_02_lg_0,11,1649581741776.467
s_02_lg_0,12,1649581742166.5166
s_02_lg_0,13,1649581742532.3503
s_02_lg_0,14,1649581742920.8132
s_02_lg_0,15,1649581743235.8162
s_02_lg_0,16,1649581743601.2937
s_02_lg_0,17,1649581743967.16
s_02_lg_0,18,1649581744344.2659
s_02_lg_0,19,1649581744712.8687
s_02_lg_0,20,1649581745055.3105
s_02_lg_0,21,1649581745407.2004
s_02_lg_0,22,1649581745762.3684
s_02_lg_0,23,1649581745786.3733
s_02_lg_0,24,1649581746140.3623
s_02_lg_0,25,1649581746492.4343
s_02_lg_0,26,1649581746835.369
s_02_lg_0,27,1649581746859.647
s_02_lg_0,28,1649581747201.6633
s_02_lg_0,29,1649581747201.6633
s_02_lg_0,30,1649581747541.385
s_02_lg_0,31,1649581747869.9229
s_02_lg_0,32,1649581748209.1426
s_02_lg_0,33,1649581748561.914
s_02_lg_0,34,1649581748917.4312
s_02_lg_0,35,1649581749284.6538
s_02_lg_0,36,1649581749652.367
s_02_lg_0,37,1649581750020.5808
s_02_lg_0,38,1649581750373.9834
s_02_lg_0,39,1649581750741.0396
s_02_lg_0,40,1649581751069.5994
s_02_lg_0,41,1649581751452.5964
s_02_lg_0,42,1649581751794.3792
s_02_lg_0,43,1649581752160.5593
s_02_lg_0,44,1649581752517.4385
s_02_lg_0,45,1649581752881.433
s_02_lg_0,46,1649581753215.1587
s_02_lg_0,47,1649581753592.7378
s_02_lg_0,48,1649581753933.7717
s_02_lg_0,49,1649581754310.9236
s_02_lg_0,50,1649581754675.4648
s_02_lg_0,51,1649581755054.2458
s_02_lg_0,52,1649581755393.1584
s_02_lg_0,53,1649581755758.419
s_02_lg_0,54,1649581756135.623
s_02_lg_0,55,1649581756491.925
s_02_lg_0,56,1649581756833.815
s_02_lg_0,57,1649581757199.761
s_02_lg_0,58,1649581757556.551
s_02_lg_0,59,1649581757915.7532
s_02_lg_0,60,1649581758255.9927
s_02_lg_0,61,1649581758632.965
s_02_lg_0,62,1649581758973.5288
s_02_lg_0,63,1649581759326.4229
s_02_lg_0,64,1649581759679.7563
s_02_lg_0,65,1649581760019.3518
s_02_lg_0,66,1649581760349.2344
s_02_lg_0,67,1649581760689.7974
s_02_lg_0,68,1649581761053.6482
s_02_lg_0,69,1649581761399.3113
s_02_lg_0,70,1649581761713.3806
s_02_lg_0,71,1649581762094.0122
s_02_lg_0,72,1649581762471.5962
s_02_lg_0,73,1649581762838.8015
s_02_lg_0,74,1649581763218.0317
