subject,tapNum,x_pos,y_pos,time_stamp (in ms.)
Const_Vel_0,-1,-1,-1,1649927080142.7651
Const_Vel_0,1,0.5427083333333333,0.7787037037037037,1649927080154.8271
Const_Vel_0,1,0.54375,0.7796296296296297,1649927080166.7114
Const_Vel_0,1,0.5463541666666667,0.7805555555555556,1649927080178.654
Const_Vel_0,1,0.5484375,0.7805555555555556,1649927080190.3655
Const_Vel_0,1,0.5510416666666667,0.7796296296296297,1649927080201.7847
Const_Vel_0,1,0.5546875,0.7796296296296297,1649927080214.9224
Const_Vel_0,1,0.5625,0.7777777777777778,1649927080227.4656
Const_Vel_0,1,0.5661458333333333,0.775,1649927080239.088
Const_Vel_0,1,0.5697916666666667,0.7731481481481481,1649927080251.6963
Const_Vel_0,1,0.5729166666666666,0.7712962962962963,1649927080263.642
Const_Vel_0,1,0.5791666666666667,0.7675925925925926,1649927080276.2356
Const_Vel_0,1,0.5822916666666667,0.7657407407407407,1649927080288.804
Const_Vel_0,1,0.5859375,0.762962962962963,1649927080301.4087
Const_Vel_0,1,0.5890625,0.7601851851851852,1649927080313.3787
Const_Vel_0,1,0.5942708333333333,0.7537037037037038,1649927080325.89
Const_Vel_0,1,0.5973958333333333,0.7509259259259259,1649927080338.2976
Const_Vel_0,1,0.6005208333333333,0.7462962962962962,1649927080350.3691
Const_Vel_0,1,0.603125,0.7425925925925926,1649927080363.418
Const_Vel_0,1,0.6083333333333333,0.7333333333333334,1649927080375.905
Const_Vel_0,1,0.6109375,0.7287037037037036,1649927080388.9934
Const_Vel_0,1,0.6130208333333333,0.725,1649927080400.9038
Const_Vel_0,1,0.6171875,0.712037037037037,1649927080413.3716
Const_Vel_0,1,0.6203125,0.7064814814814815,1649927080425.025
Const_Vel_0,1,0.6229166666666667,0.700925925925926,1649927080438.2222
Const_Vel_0,1,0.625,0.6944444444444444,1649927080450.8223
Const_Vel_0,1,0.628125,0.6842592592592592,1649927080462.6902
Const_Vel_0,1,0.6291666666666667,0.6777777777777778,1649927080475.3464
Const_Vel_0,1,0.6302083333333334,0.6722222222222223,1649927080488.015
Const_Vel_0,1,0.63125,0.6666666666666667,1649927080500.4119
Const_Vel_0,1,0.6322916666666667,0.6537037037037037,1649927080512.925
Const_Vel_0,1,0.6328125,0.6462962962962964,1649927080524.9285
Const_Vel_0,1,0.6328125,0.6398148148148148,1649927080538.0203
Const_Vel_0,1,0.6328125,0.6333333333333333,1649927080550.377
Const_Vel_0,1,0.6328125,0.6203703703703703,1649927080562.9
Const_Vel_0,1,0.6322916666666667,0.6138888888888889,1649927080575.4294
Const_Vel_0,1,0.6322916666666667,0.6074074074074074,1649927080586.953
Const_Vel_0,1,0.6307291666666667,0.5944444444444444,1649927080599.4392
Const_Vel_0,1,0.6296875,0.587962962962963,1649927080611.963
Const_Vel_0,1,0.6296875,0.5824074074074075,1649927080624.498
Const_Vel_0,1,0.6286458333333333,0.575,1649927080636.6196
Const_Vel_0,1,0.6255208333333333,0.5629629629629629,1649927080648.9536
Const_Vel_0,1,0.6234375,0.5564814814814815,1649927080661.5906
Const_Vel_0,1,0.6213541666666667,0.5518518518518518,1649927080674.1804
Const_Vel_0,1,0.6192708333333333,0.5462962962962963,1649927080686.1353
Const_Vel_0,1,0.6145833333333334,0.5351851851851852,1649927080699.1733
Const_Vel_0,1,0.6130208333333333,0.5296296296296297,1649927080711.7073
