NG Num,  1342,Result Comment: , 1 = Pass (Green --> Under +/- Threshold of Target or Compared with Golden Sample)
Node NG, 1342,                , 0 = Fail (Purple --> Less than Target Voltage)
Line NG,    0,                , 4 = Fail (Red --> More than Target Voltage)
                            ,,, 7 = Fail (Blue --> More or Less than  +/- Threshold of Compared with Golden Sample)
            ,,Fail Parameter: , A = Voltage vs Target
                            ,,, B = Voltage vs Golden Sample
                            ,,, C = Calibration vs Golden Sample
Title,SiS AutoTool_0519A_1+1_150615
ITO,Default
Golden Sample, None

Node Constraints
Target Voltage Threshold (%),Post,12,3.01V,Neg,12,2.37V
Line Constraints
Threshold (%),Calib Time,-25,20
Out of Spec Node (%),Tx,50,Rx,50

X Inverse,0,Y Inverse,0,
XY Exchange
Channel Info,

Data Type,1
region_x_num_per_chip,,Master,3,
region_y_num_per_chip,,Master,5,

Width,28,
Height,48,
Button,0,,,

Table1:,CalibLoopcnt
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,
 Y19,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y18,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y17,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y16,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y15,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y14,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y13,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y12,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y11,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y10,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y9,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y8,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y7,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y5,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y4,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y3,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y2,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y1,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,

Table2:,CalibSampleTime
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,
 Y48,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y47,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y46,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y45,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y44,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y43,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y42,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y41,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y40,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y39,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y38,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y37,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y36,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y35,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y34,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y33,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y32,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y31,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y30,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y29,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y28,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y27,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y26,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y25,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y24,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y23,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y22,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y21,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y20,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y19,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y18,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y17,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y16,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y15,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y14,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y13,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y12,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y11,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
 Y10,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y9,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y8,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y7,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y6,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y5,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y4,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y3,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y2,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,
  Y1,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         2.200,         1.425,

Table3:,Voltage,(Target Voltage,2.692,)
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,
 Y48,         0.078,         0.091,         0.181,         0.181,         0.181,         0.013,         0.013,         0.026,         0.000,         0.000,         0.000,         0.039,         0.026,         0.039,         0.039,         0.026,         0.026,         0.039,         0.039,         0.039,         0.000,         0.000,         0.000,         0.013,         0.013,         0.026,         0.091,         0.104,
 Y47,         0.078,         0.091,         0.181,         0.168,         0.181,         0.026,         0.000,         0.026,         0.000,         0.000,         0.000,         0.039,         0.026,         0.039,         0.039,         0.026,         0.026,         0.052,         0.026,         0.039,         0.000,         0.000,         0.000,         0.013,         0.000,         0.026,         0.078,         0.104,
 Y46,         0.078,         0.091,         0.194,         0.168,         0.181,         0.026,         0.013,         0.026,         0.000,         0.000,         0.000,         0.039,         0.039,         0.052,         0.039,         0.026,         0.039,         0.052,         0.039,         0.052,         0.000,         0.000,         0.000,         0.013,         0.000,         0.026,         0.078,         0.104,
 Y45,         0.091,         0.091,         0.207,         0.181,         0.181,         0.026,         0.026,         0.026,         0.013,         0.000,         0.013,         0.026,         0.026,         0.026,         0.026,         0.026,         0.026,         0.052,         0.052,         0.039,         0.000,         0.000,         0.000,         0.026,         0.013,         0.026,         0.091,         0.104,
 Y44,         0.091,         0.091,         0.207,         0.194,         0.181,         0.026,         0.026,         0.026,         0.013,         0.000,         0.000,         0.039,         0.039,         0.026,         0.026,         0.039,         0.026,         0.052,         0.052,         0.039,         0.000,         0.000,         0.000,         0.039,         0.013,         0.026,         0.091,         0.104,
 Y43,         0.091,         0.091,         0.207,         0.194,         0.181,         0.026,         0.026,         0.026,         0.013,         0.000,         0.013,         0.052,         0.039,         0.026,         0.039,         0.039,         0.026,         0.052,         0.052,         0.039,         0.000,         0.000,         0.013,         0.039,         0.026,         0.026,         0.104,         0.104,
 Y42,         0.065,         0.091,         0.194,         0.168,         0.181,         0.026,         0.000,         0.026,         0.013,         0.000,         0.013,         0.039,         0.013,         0.039,         0.039,         0.013,         0.039,         0.052,         0.026,         0.052,         0.000,         0.000,         0.000,         0.026,         0.000,         0.026,         0.078,         0.104,
 Y41,         0.091,         0.091,         0.194,         0.194,         0.181,         0.026,         0.026,         0.026,         0.000,         0.013,         0.000,         0.039,         0.039,         0.039,         0.026,         0.039,         0.039,         0.052,         0.052,         0.052,         0.000,         0.000,         0.000,         0.026,         0.026,         0.013,         0.104,         0.091,
