subject,tapNum,natRhythmTap (in ms.)
s_hg_0,1,1649579908293.348
s_hg_0,2,1649579908804.6675
s_hg_0,3,1649579909344.2964
s_hg_0,4,1649579909873.8718
s_hg_0,5,1649579910427.0405
s_hg_0,6,1649579910965.8025
s_hg_0,7,1649579911496.3516
s_hg_0,8,1649579912034.3225
s_hg_0,9,1649579912607.9863
s_hg_0,10,1649579913145.7168
s_hg_0,11,1649579913668.4075
s_hg_0,12,1649579914209.84
s_hg_0,13,1649579914760.7712
s_hg_0,14,1649579915261.7786
s_hg_0,15,1649579915836.948
s_hg_0,16,1649579916412.5017
s_hg_0,17,1649579916978.269
s_hg_0,18,1649579917530.4207
s_hg_0,19,1649579918052.7808
s_hg_0,20,1649579918586.8826
s_hg_0,21,1649579919087.7517
s_hg_0,22,1649579919626.8127
s_hg_0,23,1649579920104.8699
s_hg_0,24,1649579920631.835
s_hg_0,25,1649579921159.9792
s_hg_0,26,1649579921700.4282
s_hg_0,27,1649579922223.799
s_hg_0,28,1649579922760.1553
s_hg_0,29,1649579923298.3945
s_hg_0,30,1649579923809.0088
s_hg_0,31,1649579924325.5115
s_hg_0,32,1649579924862.8245
s_hg_0,33,1649579925386.616
s_hg_0,34,1649579925909.6904
s_hg_0,35,1649579926434.8992
s_hg_0,36,1649579926944.565
s_hg_0,37,1649579927457.7832
s_hg_0,38,1649579927970.8833
s_hg_0,39,1649579928485.3691
s_hg_0,40,1649579929021.3628
s_hg_0,41,1649579929557.5383
s_hg_0,42,1649579930070.1543
s_hg_0,43,1649579930592.7808
s_hg_0,44,1649579931131.0107
s_hg_0,45,1649579931647.5488
s_hg_0,46,1649579932171.4915
s_hg_0,47,1649579932683.0625
s_hg_0,48,1649579933184.2192
s_hg_0,49,1649579933742.637
s_hg_0,50,1649579934282.1174
s_hg_0,51,1649579934804.7156
s_hg_0,52,1649579935330.5923
s_hg_0,53,1649579935878.4846
s_hg_0,54,1649579936404.772
s_hg_0,55,1649579936918.37
s_hg_0,56,1649579937418.081
s_hg_0,57,1649579937967.9822
s_hg_0,58,1649579938504.3457
s_hg_0,59,1649579939040.5312
s_hg_0,60,1649579939538.5742
s_hg_0,61,1649579940026.6245
s_hg_0,62,1649579940530.8132
s_hg_0,63,1649579941080.1353
s_hg_0,64,1649579941655.8984
s_hg_0,65,1649579942190.9287
s_hg_0,66,1649579942701.4229
s_hg_0,67,1649579943200.007
s_hg_0,68,1649579943735.4087
s_hg_0,69,1649579944273.1814
s_hg_0,70,1649579944772.3235
s_hg_0,71,1649579945295.7246
s_hg_0,72,1649579945844.1929
s_hg_0,73,1649579946372.9048
s_hg_0,74,1649579946873.3545
s_hg_0,75,1649579947384.5955
s_hg_0,76,1649579947910.009
s_hg_0,77,1649579948447.3047
s_hg_0,78,1649579948921.827
s_hg_0,79,1649579949474.4507
s_hg_0,80,1649579950021.654
s_hg_0,81,1649579950571.467
s_hg_0,82,1649579951109.0537
s_hg_0,83,1649579951627.1294
s_hg_0,84,1649579952128.0962
s_hg_0,85,1649579952626.8462
s_hg_0,86,1649579953135.9678
s_hg_0,87,1649579953660.8477
s_hg_0,88,1649579954163.6155
s_hg_0,89,1649579954677.7825
s_hg_0,90,1649579955192.0571
s_hg_0,91,1649579955755.3105
s_hg_0,92,1649579956267.112
s_hg_0,93,1649579956818.8215
s_hg_0,94,1649579957367.8206
s_hg_0,95,1649579957880.9434
s_hg_0,96,1649579958404.706
s_hg_0,97,1649579958929.2297
s_hg_0,98,1649579959490.7363
s_hg_0,99,1649579960040.6152
s_hg_0,100,1649579960577.391
s_hg_0,101,1649579961114.9258
s_hg_0,102,1649579961656.1697
s_hg_0,103,1649579962194.1135
s_hg_0,104,1649579962719.2363
s_hg_0,105,1649579963242.8196
s_hg_0,106,1649579963767.9094
s_hg_0,107,1649579964291.0044
s_hg_0,108,1649579964826.2456
s_hg_0,109,1649579965362.6846
s_hg_0,110,1649579965900.3914
s_hg_0,111,1649579966427.0662
s_hg_0,112,1649579966941.9443
s_hg_0,113,1649579967466.4905


Time elapsed (in seconds): ,60
Subject perception (in seconds): ,90
