subject,tapNum,x_pos,y_pos,time_stamp (in ms.)
Yoav_Circles_0,1,0.51625,0.8211111111111111,11.116743087768555
Yoav_Circles_0,1,0.51625,0.8211111111111111,23.59795570373535
Yoav_Circles_0,1,0.51625,0.8211111111111111,35.35652160644531
Yoav_Circles_0,1,0.51625,0.8211111111111111,47.57094383239746
Yoav_Circles_0,1,0.51625,0.8211111111111111,59.35835838317871
Yoav_Circles_0,1,0.51625,0.8211111111111111,71.71368598937988
Yoav_Circles_0,1,0.51625,0.8211111111111111,83.33516120910645
Yoav_Circles_0,1,0.51625,0.8211111111111111,95.60656547546387
Yoav_Circles_0,1,0.51625,0.8211111111111111,108.32858085632324
Yoav_Circles_0,1,0.51625,0.8211111111111111,120.01562118530273
Yoav_Circles_0,1,0.51625,0.8211111111111111,132.39455223083496
Yoav_Circles_0,1,0.51625,0.8211111111111111,144.59872245788574
Yoav_Circles_0,1,0.51125,0.8222222222222222,156.4946174621582
Yoav_Circles_0,1,0.51125,0.8222222222222222,168.79010200500488
Yoav_Circles_0,1,0.51125,0.8222222222222222,181.47897720336914
Yoav_Circles_0,1,0.50625,0.8211111111111111,194.48614120483398
Yoav_Circles_0,1,0.501875,0.8200000000000001,206.59160614013672
Yoav_Circles_0,1,0.495,0.8177777777777777,218.6446189880371
Yoav_Circles_0,1,0.49125,0.8166666666666667,230.7603359222412
Yoav_Circles_0,1,0.485,0.8144444444444444,242.42329597473145
Yoav_Circles_0,1,0.480625,0.8133333333333334,255.2952766418457
Yoav_Circles_0,1,0.475625,0.8111111111111111,267.6091194152832
Yoav_Circles_0,1,0.46875,0.8077777777777778,280.8823585510254
Yoav_Circles_0,1,0.460625,0.8033333333333333,292.51909255981445
Yoav_Circles_0,1,0.455,0.8,304.67915534973145
Yoav_Circles_0,1,0.445625,0.7933333333333333,316.9376850128174
Yoav_Circles_0,1,0.44,0.7888888888888889,328.93991470336914
Yoav_Circles_0,1,0.433125,0.7844444444444445,340.6825065612793
Yoav_Circles_0,1,0.423125,0.7766666666666666,353.12795639038086
Yoav_Circles_0,1,0.41625,0.7711111111111111,365.03100395202637
Yoav_Circles_0,1,0.405625,0.7611111111111111,376.56092643737793
Yoav_Circles_0,1,0.39875,0.7533333333333333,389.28890228271484
Yoav_Circles_0,1,0.391875,0.7466666666666666,401.11780166625977
Yoav_Circles_0,1,0.381875,0.7344444444444445,413.0287170410156
Yoav_Circles_0,1,0.37625,0.7266666666666667,424.90530014038086
Yoav_Circles_0,1,0.36875,0.7133333333333334,437.8654956817627
Yoav_Circles_0,1,0.36375,0.7055555555555555,450.192928314209
Yoav_Circles_0,1,0.35875,0.6944444444444444,462.78858184814453
Yoav_Circles_0,1,0.353125,0.6777777777777778,474.87568855285645
Yoav_Circles_0,1,0.34875,0.6655555555555556,487.612247467041
