subject,tapNum,natRhythmTap (in ms.)
s_03_yk_0,1,1649582081856.8386
s_03_yk_0,2,1649582082398.2825
s_03_yk_0,3,1649582082961.6384
s_03_yk_0,4,1649582083534.1948
s_03_yk_0,5,1649582084094.7742
s_03_yk_0,6,1649582084607.1123
s_03_yk_0,7,1649582085157.0366
s_03_yk_0,8,1649582085693.9846
s_03_yk_0,9,1649582086217.7073
s_03_yk_0,10,1649582086766.0215
s_03_yk_0,11,1649582087290.1865
s_03_yk_0,12,1649582087813.2253
s_03_yk_0,13,1649582088301.613
s_03_yk_0,14,1649582088791.0925
s_03_yk_0,15,1649582089337.2798
s_03_yk_0,16,1649582089815.4146
s_03_yk_0,17,1649582090328.807
s_03_yk_0,18,1649582090817.5918
s_03_yk_0,19,1649582091318.466
s_03_yk_0,20,1649582091840.975
s_03_yk_0,21,1649582092350.3523
s_03_yk_0,22,1649582092872.5183
s_03_yk_0,23,1649582093371.3828
s_03_yk_0,24,1649582093920.1064
s_03_yk_0,25,1649582094418.314
s_03_yk_0,26,1649582094943.4106
s_03_yk_0,27,1649582095467.8484
s_03_yk_0,28,1649582095972.1135
s_03_yk_0,29,1649582096474.3975
s_03_yk_0,30,1649582096973.2554
s_03_yk_0,31,1649582097509.2637
s_03_yk_0,32,1649582098034.1501
s_03_yk_0,33,1649582098535.414
s_03_yk_0,34,1649582099025.0635
s_03_yk_0,35,1649582099522.2488
s_03_yk_0,36,1649582100059.632
s_03_yk_0,37,1649582100569.4348
s_03_yk_0,38,1649582101055.7803
s_03_yk_0,39,1649582101569.4817
s_03_yk_0,40,1649582102070.2773
s_03_yk_0,41,1649582102581.548
s_03_yk_0,42,1649582103068.493
s_03_yk_0,43,1649582103556.4324
s_03_yk_0,44,1649582104069.0732
s_03_yk_0,45,1649582104569.266
s_03_yk_0,46,1649582105073.8892
s_03_yk_0,47,1649582105645.101
s_03_yk_0,48,1649582106146.0686
s_03_yk_0,49,1649582106720.6272
s_03_yk_0,50,1649582107251.9592
s_03_yk_0,51,1649582107731.0732
s_03_yk_0,52,1649582108245.5422
s_03_yk_0,53,1649582108771.7812
s_03_yk_0,54,1649582109272.2402
s_03_yk_0,55,1649582109789.366
s_03_yk_0,56,1649582110303.1448
s_03_yk_0,57,1649582110767.6763
s_03_yk_0,58,1649582111285.1892
s_03_yk_0,59,1649582111762.3557
s_03_yk_0,60,1649582112310.9329
s_03_yk_0,61,1649582112761.6245
s_03_yk_0,62,1649582113199.3362
s_03_yk_0,63,1649582113704.7383
s_03_yk_0,64,1649582114243.175
s_03_yk_0,65,1649582114730.779
s_03_yk_0,66,1649582115209.146
s_03_yk_0,67,1649582115758.208
s_03_yk_0,68,1649582116289.6995
s_03_yk_0,69,1649582116741.4153
s_03_yk_0,70,1649582117254.1304
s_03_yk_0,71,1649582117725.868
s_03_yk_0,72,1649582118242.824
s_03_yk_0,73,1649582118753.3774
s_03_yk_0,74,1649582119228.0862
s_03_yk_0,75,1649582119776.9553
s_03_yk_0,76,1649582120252.049
s_03_yk_0,77,1649582120739.9155
s_03_yk_0,78,1649582121251.9714
s_03_yk_0,79,1649582121715.253
s_03_yk_0,80,1649582122195.862
s_03_yk_0,81,1649582122695.462
s_03_yk_0,82,1649582123206.3286
s_03_yk_0,83,1649582123716.6843
s_03_yk_0,84,1649582124238.2341
s_03_yk_0,85,1649582124687.0127
s_03_yk_0,86,1649582125192.074
s_03_yk_0,87,1649582125685.9263
s_03_yk_0,88,1649582126228.0188
s_03_yk_0,89,1649582126730.7136
s_03_yk_0,90,1649582127218.5244
s_03_yk_0,91,1649582127658.7083
s_03_yk_0,92,1649582128182.8381
s_03_yk_0,93,1649582128657.1426
s_03_yk_0,94,1649582129182.4014
s_03_yk_0,95,1649582129667.9817
s_03_yk_0,96,1649582130194.4302
s_03_yk_0,97,1649582130692.6897
s_03_yk_0,98,1649582131156.4426
s_03_yk_0,99,1649582131657.3855
s_03_yk_0,100,1649582132192.2725
s_03_yk_0,101,1649582132695.3638
s_03_yk_0,102,1649582133122.7607
s_03_yk_0,103,1649582133587.6619
s_03_yk_0,104,1649582134111.4543
s_03_yk_0,105,1649582134587.228
s_03_yk_0,106,1649582135090.0728
s_03_yk_0,107,1649582135566.2007
s_03_yk_0,108,1649582136065.909
s_03_yk_0,109,1649582136568.2842
s_03_yk_0,110,1649582137046.6172
s_03_yk_0,111,1649582137581.6484
s_03_yk_0,112,1649582138082.8618
s_03_yk_0,113,1649582138585.0527
s_03_yk_0,114,1649582139023.423
s_03_yk_0,115,1649582139522.0586
s_03_yk_0,116,1649582140024.926
s_03_yk_0,117,1649582140515.3723
s_03_yk_0,118,1649582140977.8394


Time elapsed (in seconds): ,60
Subject perception (in seconds): ,70
