NG Num,    18,Result Comment: , 1 = Pass (Green --> Under +/- Threshold of Target or Compared with Golden Sample)
Node NG,   12,                , 0 = Fail (Purple --> Less than Target Voltage)
Line NG,    6,                , 4 = Fail (Red --> More than Target Voltage)
                            ,,, 7 = Fail (Blue --> More or Less than  +/- Threshold of Compared with Golden Sample)
            ,,Fail Parameter: , A = Voltage vs Target
                            ,,, B = Voltage vs Golden Sample
                            ,,, C = Calibration vs Golden Sample
Title,SiS AutoTool_0519A_1+1_150615
ITO,Default
Golden Sample, None

Node Constraints
Target Voltage Threshold (%),Post,12,2.32V,Neg,12,1.82V
Line Constraints
Threshold (%),Calib Time,-25,20
Out of Spec Node (%),Tx,50,Rx,50

X Inverse,0,Y Inverse,0,
XY Exchange
Channel Info,

Data Type,1
region_x_num_per_chip,,Master,5,
region_y_num_per_chip,,Master,6,

Width,48,
Height,56,
Button,0,,,

Table1:,CalibLoopcnt
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,           X29,           X30,           X31,           X32,           X33,           X34,           X35,           X36,           X37,           X38,           X39,           X40,           X41,           X42,           X43,           X44,           X45,           X46,           X47,           X48,
 Y42,         1.954,         1.980,         2.006,         2.161,         1.941,         2.058,         2.226,         2.084,         2.071,         2.006,         2.239,         2.200,         2.058,         2.045,         2.109,         2.084,         2.161,         2.161,         1.954,         2.006,         2.161,         2.148,         2.006,         2.045,         2.058,         2.200,         2.058,         2.019,         2.058,         2.096,         2.058,         2.006,         2.109,         2.019,         2.122,         2.045,         2.148,         2.096,         2.019,         2.135,         2.058,         2.019,         2.122,         2.058,         2.032,         2.109,         2.135,         2.058,
 Y41,         1.954,         2.187,         2.265,         2.122,         1.967,         2.058,         2.252,         2.071,         2.148,         2.019,         2.045,         2.032,         2.109,         2.096,         2.200,         2.148,         2.174,         2.174,         2.187,         2.084,         2.161,         2.084,         2.213,         2.045,         2.226,         2.109,         2.032,         2.187,         2.019,         2.122,         2.109,         2.019,         2.148,         2.019,         2.148,         2.045,         2.148,         2.058,         2.148,         2.032,         2.135,         2.161,         2.109,         2.058,         2.161,         2.148,         2.109,         2.058,
 Y40,         2.006,         2.058,         2.058,         2.213,         1.967,         2.109,         2.045,         2.187,         1.902,         2.058,         2.045,         2.019,         2.109,         2.058,         1.902,         2.122,         1.993,         2.006,         1.967,         2.096,         2.006,         2.135,         2.174,         2.058,         2.045,         2.135,         1.993,         2.161,         2.032,         2.122,         2.122,         2.058,         2.109,         2.058,         2.032,         2.109,         1.993,         2.122,         2.006,         2.148,         2.019,         2.109,         2.032,         2.032,         2.109,         2.109,         2.109,         2.122,
 Y39,         2.122,         2.135,         2.161,         2.239,         2.058,         2.135,         2.109,         2.265,         2.006,         2.148,         2.161,         2.109,         1.980,         2.174,         2.006,         2.239,         2.071,         2.058,         2.226,         2.122,         2.045,         2.019,         2.058,         2.213,         1.993,         2.135,         2.019,         2.161,         2.174,         2.174,         2.032,         2.161,         2.032,         2.109,         2.071,         2.161,         2.071,         2.006,         2.058,         2.148,         2.174,         2.148,         2.122,         2.096,         2.161,         2.096,         2.122,         2.109,
 Y38,         2.135,         2.135,         2.135,         2.239,         2.239,         1.928,         2.122,         2.226,         2.058,         2.032,         2.135,         2.019,         2.045,         2.032,         2.096,         2.032,         2.096,         2.019,         1.980,         2.109,         1.980,         1.967,         2.019,         2.006,         1.993,         2.161,         2.045,         2.032,         2.058,         2.200,         2.161,         2.109,         2.161,         2.045,         2.006,         2.122,         2.019,         2.109,         2.045,         2.135,         2.019,         2.174,         2.058,         2.109,         1.993,         2.096,         2.109,         2.032,
 Y37,         1.980,         2.213,         1.967,         2.071,         2.058,         2.006,         2.239,         2.187,         2.096,         2.006,         1.915,         2.122,         2.148,         2.109,         2.213,         2.187,         2.213,         1.954,         2.187,         2.058,         2.187,         2.148,         2.148,         2.096,         2.058,         2.045,         2.135,         1.941,         1.954,         2.058,         2.058,         2.032,         2.174,         2.058,         1.980,         2.071,         1.993,         2.109,         2.187,         2.161,         2.019,         2.148,         2.032,         2.019,         2.045,         2.096,         2.006,         1.993,
 Y36,         2.187,         2.032,         2.226,         2.135,         2.096,         2.096,         2.045,         2.135,         2.148,         1.993,         2.032,         2.109,         2.032,         2.032,         2.084,         2.019,         2.135,         2.148,         2.135,         2.058,         2.122,         2.058,         2.045,         2.032,         2.058,         2.122,         2.148,         2.135,         2.045,         2.019,         2.019,         2.084,         2.122,         2.109,         2.019,         2.096,         2.058,         2.096,         2.122,         2.084,         2.122,         2.058,         2.084,         2.019,         2.109,         2.084,         2.122,         2.019,
 Y35,         2.058,         2.122,         2.058,         2.109,         2.058,         2.058,         2.096,         2.032,         2.109,         2.122,         2.058,         2.032,         2.096,         2.032,         2.096,         1.993,         2.096,         2.019,         2.122,         2.058,         2.058,         2.006,         2.045,         1.967,         2.122,         2.058,         2.109,         2.045,         2.096,         2.045,         2.045,         2.187,         2.032,         2.187,         2.381,         2.252,         2.472,         1.915,         1.747,         2.459,         1.747,         2.071,         2.420,         1.799,         2.058,         2.084,         1.786,         1.799,
 Y34,         2.045,         2.071,         2.135,         2.109,         2.122,         2.109,         2.032,         2.109,         2.084,         2.058,         2.109,         2.058,         2.019,         2.006,         2.058,         2.096,         2.045,         2.096,         2.032,         2.122,         2.058,         2.058,         2.084,         2.109,         2.135,         2.122,         2.071,         2.058,         2.032,         2.058,         2.122,         2.058,         2.032,         2.135,         2.096,         2.096,         2.122,         2.122,         2.058,         2.109,         2.058,         2.122,         2.058,         2.058,         2.019,         2.135,         2.032,         2.135,
 Y33,         2.032,         2.148,         2.161,         2.058,         2.019,         2.135,         2.058,         2.071,         2.096,         2.058,         2.109,         2.019,         2.045,         2.058,         2.148,         2.032,         2.122,         2.019,         2.135,         2.019,         2.084,         2.096,         2.135,         2.032,         2.032,         2.045,         2.148,         2.122,         2.135,         2.148,         2.019,         2.071,         2.135,         2.109,         2.058,         2.135,         2.032,         2.058,         2.032,         2.109,         2.032,         2.032,         2.032,         2.058,         2.032,         2.135,         2.032,         2.058,
 Y32,         2.058,         2.058,         2.148,         2.161,         2.174,         2.058,         2.032,         2.161,         2.135,         2.161,         2.019,         2.045,         2.135,         2.045,         2.084,         2.032,         2.109,         2.058,         1.980,         2.045,         2.122,         2.019,         2.019,         2.084,         2.109,         2.135,         2.148,         2.019,         2.071,         2.096,         2.058,         2.019,         2.058,         2.109,         2.122,         2.019,         2.109,         2.058,         2.109,         2.045,         2.019,         2.058,         2.045,         2.122,         2.071,         2.032,         2.109,         1.954,
 Y31,         2.135,         2.019,         2.148,         2.019,         2.109,         2.006,         2.096,         2.122,         2.006,         2.006,         2.187,         2.161,         2.058,         2.174,         2.058,         2.019,         2.019,         2.019,         1.980,         2.006,         2.019,         2.174,         2.122,         2.032,         2.006,         2.032,         2.032,         1.993,         2.109,         2.161,         1.993,         2.109,         2.019,         2.058,         2.058,         2.058,         2.096,         2.096,         2.109,         2.032,         2.058,         2.109,         2.032,         2.058,         2.084,         2.084,         2.109,         2.148,
 Y30,         2.135,         2.045,         2.122,         2.096,         2.135,         2.032,         2.148,         1.954,         1.993,         2.045,         2.096,         2.032,         2.174,         2.032,         2.135,         2.122,         2.071,         2.045,         2.084,         1.967,         2.135,         2.096,         2.006,         2.109,         2.058,         2.122,         2.019,         2.045,         2.109,         2.096,         2.032,         2.148,         2.045,         2.084,         2.122,         2.045,         2.109,         2.109,         2.096,         2.122,         2.058,         2.045,         2.019,         2.019,         2.071,         2.019,         2.109,         2.032,
 Y29,         2.109,         2.032,         2.045,         2.019,         2.071,         2.122,         2.200,         2.032,         2.045,         2.135,         2.148,         2.058,         2.148,         2.135,         1.954,         2.058,         2.071,         2.019,         2.045,         2.148,         2.109,         2.045,         2.006,         2.109,         2.096,         2.006,         2.032,         1.993,         2.058,         2.096,         2.071,         2.135,         2.019,         2.109,         2.122,         2.058,         2.148,         2.096,         2.071,         2.045,         2.045,         2.032,         2.109,         2.135,         2.019,         2.109,         2.109,         2.071,
 Y28,         2.045,         2.109,         2.045,         2.058,         2.187,         2.058,         2.174,         2.109,         2.032,         2.045,         2.058,         2.019,         2.045,         2.058,         1.980,         2.032,         2.109,         2.058,         2.006,         2.045,         2.019,         2.109,         2.058,         2.019,         2.161,         2.084,         2.122,         2.006,         2.161,         2.135,         2.058,         2.122,         2.148,         2.096,         2.109,         2.045,         2.135,         2.045,         2.148,         2.109,         2.045,         2.161,         2.045,         2.058,         2.058,         2.045,         2.122,         2.032,
 Y27,         2.122,         2.148,         2.148,         2.019,         2.045,         2.135,         2.096,         2.006,         2.122,         2.019,         2.174,         2.148,         2.032,         2.122,         2.058,         2.161,         2.058,         2.006,         2.032,         2.058,         2.058,         2.032,         1.993,         2.109,         2.045,         2.096,         2.122,         2.045,         2.148,         2.122,         2.096,         2.148,         2.122,         2.161,         2.135,         2.045,         2.058,         2.096,         2.096,         2.032,         2.058,         2.045,         2.109,         2.084,         2.122,         2.084,         2.122,         2.213,
 Y26,         1.928,         2.032,         2.161,         2.032,         2.006,         2.161,         2.109,         2.032,         2.096,         2.148,         2.109,         2.045,         2.135,         2.122,         2.161,         2.045,         2.148,         2.109,         2.135,         2.174,         2.135,         2.135,         2.071,         2.032,         2.006,         2.032,         2.058,         2.019,         2.058,         2.096,         2.045,         2.122,         2.122,         2.058,         2.122,         2.058,         2.071,         2.058,         2.135,         2.045,         2.122,         2.032,         2.045,         2.058,         2.058,         2.135,         2.045,         1.980,
 Y25,         2.109,         2.109,         2.187,         2.045,         2.032,         2.032,         2.148,         2.096,         1.993,         2.058,         2.006,         2.058,         1.980,         2.187,         2.019,         2.019,         2.058,         2.032,         2.096,         2.135,         2.096,         2.058,         2.019,         2.122,         2.148,         2.058,         2.045,         2.032,         2.045,         2.045,         2.006,         2.109,         2.058,         2.109,         2.096,         2.019,         2.019,         2.045,         2.058,         2.122,         2.135,         2.109,         2.032,         2.135,         2.135,         2.109,         2.071,         2.135,
 Y24,         2.161,         2.032,         2.122,         2.174,         2.096,         1.993,         2.006,         2.019,         2.122,         2.032,         2.135,         2.109,         1.993,         2.019,         2.032,         2.019,         2.045,         2.135,         2.135,         1.993,         2.058,         2.058,         1.993,         2.109,         2.096,         2.045,         2.045,         2.032,         2.045,         2.058,         2.045,         2.148,         2.032,         2.109,         2.122,         2.032,         2.109,         2.045,         2.045,         2.045,         2.045,         2.122,         2.096,         2.019,         2.019,         2.109,         2.045,         2.058,
 Y23,         2.135,         2.109,         2.032,         2.045,         2.122,         1.980,         2.096,         2.109,         2.045,         1.993,         2.096,         2.058,         1.993,         2.174,         2.006,         2.019,         2.019,         2.058,         2.122,         2.122,         2.019,         2.148,         2.148,         2.019,         2.148,         2.058,         2.058,         2.032,         2.045,         2.058,         2.058,         2.122,         2.096,         2.122,         2.109,         2.084,         2.032,         2.109,         2.045,         2.058,         2.135,         2.135,         2.135,         2.109,         2.045,         2.109,         2.148,         1.954,
 Y22,         2.032,         2.032,         2.187,         2.019,         2.096,         2.174,         1.967,         2.045,         2.148,         2.019,         2.174,         2.135,         2.006,         2.058,         2.058,         2.045,         2.161,         2.096,         2.161,         2.161,         2.109,         2.109,         2.058,         2.045,         2.045,         2.019,         2.032,         2.161,         2.058,         2.096,         2.019,         2.096,         2.109,         2.045,         2.045,         2.058,         2.071,         2.135,         2.058,         2.045,         2.045,         2.148,         2.122,         2.045,         2.045,         2.109,         2.045,         2.122,
 Y21,         2.122,         2.058,         2.109,         2.122,         2.032,         2.071,         2.071,         2.084,         2.122,         2.058,         2.122,         2.058,         2.148,         2.045,         2.032,         2.096,         2.058,         2.122,         2.122,         2.122,         2.122,         2.148,         2.045,         2.019,         2.071,         2.058,         2.045,         2.084,         2.058,         2.135,         2.148,         2.135,         2.109,         2.096,         2.109,         2.032,         2.135,         2.058,         2.135,         2.096,         2.058,         2.058,         2.161,         2.045,         2.058,         2.084,         2.084,         2.109,
 Y20,         2.019,         2.019,         2.135,         2.187,         2.058,         2.058,         1.993,         2.045,         2.058,         2.161,         2.161,         2.109,         2.006,         2.109,         2.187,         2.135,         2.096,         2.058,         2.058,         2.071,         2.109,         2.096,         2.019,         2.019,         2.187,         2.096,         2.109,         2.019,         2.135,         2.122,         2.058,         2.058,         2.058,         2.148,         2.148,         2.045,         2.109,         2.019,         2.135,         2.058,         2.058,         2.058,         2.135,         2.045,         2.096,         2.058,         2.096,         2.135,
 Y19,         2.019,         2.019,         2.187,         2.096,         2.058,         1.902,         2.019,         2.071,         2.096,         1.967,         2.135,         2.019,         2.058,         1.954,         2.213,         2.032,         2.058,         2.174,         2.096,         2.045,         1.993,         1.980,         2.045,         2.096,         2.032,         1.980,         2.019,         1.967,         2.109,         2.135,         2.122,         2.161,         2.019,         2.109,         2.135,         2.122,         2.019,         2.045,         2.096,         2.045,         2.058,         2.174,         2.109,         2.058,         2.084,         2.032,         2.058,         2.161,
 Y18,         2.032,         2.032,         2.109,         2.019,         2.161,         2.058,         2.096,         2.148,         2.161,         2.032,         2.200,         2.148,         2.019,         2.122,         2.174,         2.148,         2.174,         2.174,         2.058,         1.980,         2.071,         2.122,         2.109,         2.148,         2.148,         2.045,         2.187,         1.967,         2.032,         2.058,         2.161,         2.109,         2.045,         2.006,         2.032,         1.993,         2.058,         2.135,         2.161,         2.032,         2.058,         2.122,         2.161,         2.109,         2.122,         2.032,         2.058,         2.109,
 Y17,         2.174,         2.161,         2.161,         1.967,         2.109,         2.122,         2.174,         2.032,         2.006,         2.122,         2.032,         2.006,         2.019,         1.980,         2.174,         1.993,         2.148,         2.174,         2.006,         2.148,         2.058,         2.109,         2.006,         2.071,         2.032,         2.058,         1.967,         2.161,         1.980,         2.109,         1.993,         2.187,         2.058,         2.071,         2.148,         2.019,         2.058,         2.161,         2.084,         2.032,         2.148,         2.161,         2.019,         2.019,         2.058,         2.187,         2.109,         2.109,
 Y16,         1.915,         2.161,         1.941,         2.200,         2.200,         1.928,         2.045,         2.122,         2.096,         2.161,         2.161,         2.058,         2.148,         1.954,         1.993,         2.161,         2.174,         1.980,         2.213,         2.135,         2.058,         2.032,         2.135,         2.187,         2.122,         2.045,         2.109,         2.084,         2.122,         2.161,         2.122,         2.058,         2.058,         2.058,         1.980,         2.006,         2.071,         2.122,         2.148,         2.058,         2.071,         2.161,         2.058,         2.058,         2.071,         2.109,         2.045,         2.096,
 Y15,         2.148,         2.019,         2.032,         2.109,         1.941,         2.019,         2.019,         2.122,         2.032,         1.954,         2.200,         1.941,         2.213,         2.045,         2.084,         2.200,         2.161,         2.148,         2.058,         2.161,         2.109,         2.058,         2.071,         2.058,         1.967,         2.122,         2.187,         1.980,         2.187,         2.058,         2.148,         2.135,         2.096,         2.109,         2.006,         2.006,         2.058,         2.135,         2.109,         2.019,         2.084,         2.058,         2.161,         1.980,         2.174,         1.980,         2.109,         2.122,
 Y14,         1.915,         1.993,         2.226,         2.096,         1.941,         1.915,         2.239,         2.122,         2.032,         1.993,         1.941,         1.928,         2.226,         2.045,         2.084,         1.993,         2.148,         2.174,         2.174,         2.109,         2.213,         2.200,         2.032,         2.045,         2.096,         2.032,         2.058,         2.045,         2.045,         2.122,         2.187,         2.161,         2.045,         2.019,         1.993,         2.045,         2.096,         2.019,         2.032,         2.135,         2.019,         2.135,         2.058,         2.045,         2.058,         2.006,         2.096,         2.096,
 Y13,         2.122,         2.200,         1.967,         2.122,         2.226,         1.915,         2.084,         2.135,         2.045,         2.006,         1.941,         2.200,         1.993,         2.045,         2.045,         2.109,         2.032,         2.122,         2.032,         2.161,         2.058,         2.058,         2.032,         2.006,         1.954,         2.135,         2.122,         2.148,         2.084,         2.045,         2.045,         2.058,         2.109,         2.058,         2.135,         2.135,         1.967,         2.058,         2.096,         2.096,         2.058,         2.058,         2.071,         2.006,         2.148,         1.993,         2.071,         2.226,
 Y12,         1.928,         2.213,         2.006,         2.161,         1.928,         2.161,         2.045,         2.122,         2.006,         1.993,         1.967,         2.200,         2.019,         2.071,         2.109,         2.161,         2.071,         2.148,         2.071,         2.032,         2.161,         1.993,         2.148,         2.071,         2.006,         1.980,         2.161,         2.161,         2.122,         2.019,         2.032,         2.071,         2.109,         2.032,         2.071,         2.071,         2.161,         2.109,         2.135,         2.122,         2.135,         2.122,         2.174,         2.032,         2.045,         2.019,         2.109,         2.226,
 Y11,         1.915,         2.161,         2.187,         2.058,         2.122,         2.058,         2.187,         2.019,         2.006,         2.200,         1.954,         2.226,         2.071,         2.084,         2.135,         2.148,         2.109,         2.161,         2.122,         2.213,         2.148,         2.122,         2.161,         2.058,         2.187,         2.161,         2.148,         2.148,         2.148,         2.058,         2.045,         2.058,         2.135,         2.019,         2.109,         2.045,         2.096,         2.084,         2.109,         2.071,         2.135,         2.058,         2.122,         2.058,         2.071,         2.045,         2.084,         2.200,
 Y10,         1.915,         2.161,         2.213,         2.109,         2.122,         2.045,         2.174,         2.058,         1.993,         2.006,         2.200,         2.213,         2.045,         2.096,         2.109,         2.174,         2.109,         2.161,         2.109,         2.032,         2.135,         2.174,         2.109,         2.045,         1.993,         2.161,         1.967,         2.161,         2.135,         2.187,         2.187,         2.032,         2.058,         2.161,         2.045,         2.161,         2.045,         2.058,         2.058,         2.058,         2.122,         2.109,         2.148,         2.045,         2.058,         2.032,         2.135,         2.213,
  Y9,         2.058,         2.148,         2.187,         2.096,         2.122,         2.045,         2.006,         2.058,         2.006,         2.200,         1.954,         2.187,         2.045,         2.045,         2.084,         2.109,         2.058,         2.109,         2.058,         2.200,         2.109,         1.941,         2.071,         2.058,         2.006,         2.135,         2.122,         2.122,         2.122,         1.967,         2.161,         2.135,         2.019,         2.122,         2.045,         2.161,         2.045,         2.019,         2.058,         2.045,         2.135,         2.096,         2.148,         2.032,         2.058,         2.019,         2.096,         2.148,
  Y8,         2.135,         2.161,         2.161,         2.058,         2.122,         2.058,         2.006,         2.109,         2.006,         2.213,         1.941,         1.980,         2.019,         2.058,         2.032,         2.226,         2.187,         2.071,         2.006,         2.148,         2.058,         2.148,         2.135,         2.071,         2.187,         1.980,         1.980,         1.980,         2.109,         2.019,         2.019,         2.019,         1.993,         1.993,         2.058,         2.032,         2.109,         2.122,         2.058,         2.084,         2.148,         2.084,         2.161,         2.045,         2.096,         2.071,         2.122,         2.174,
  Y7,         1.928,         2.174,         2.226,         2.135,         2.161,         2.006,         2.174,         2.045,         2.200,         2.174,         2.135,         1.915,         2.174,         2.174,         2.006,         2.058,         2.019,         2.032,         2.019,         2.135,         2.058,         2.096,         2.032,         2.187,         2.187,         2.135,         2.109,         2.109,         2.032,         2.135,         1.967,         2.122,         2.135,         2.109,         2.032,         1.980,         2.032,         2.019,         2.058,         2.032,         2.032,         2.109,         1.993,         2.019,         2.058,         2.045,         1.993,         1.928,
  Y6,         2.161,         2.161,         2.213,         1.915,         2.045,         2.058,         2.187,         2.019,         2.019,         2.200,         1.941,         2.200,         2.019,         2.058,         2.058,         2.096,         2.058,         2.058,         2.045,         2.096,         2.213,         2.032,         2.213,         1.967,         2.071,         2.058,         2.135,         2.084,         2.045,         2.109,         2.148,         2.122,         2.122,         2.045,         2.148,         2.148,         2.032,         2.174,         2.148,         2.187,         2.058,         2.096,         2.032,         2.058,         2.058,         2.071,         2.148,         2.161,
  Y5,         2.187,         2.032,         2.006,         2.213,         1.941,         2.096,         2.019,         2.122,         2.019,         2.019,         1.941,         1.954,         2.213,         2.226,         2.032,         2.032,         2.174,         2.006,         2.174,         2.122,         2.032,         2.032,         2.045,         1.967,         2.122,         2.045,         2.058,         2.058,         2.032,         2.135,         2.161,         1.980,         2.019,         2.122,         2.045,         2.032,         2.045,         2.045,         2.045,         2.161,         2.058,         2.096,         2.135,         2.019,         2.045,         2.109,         2.032,         2.174,
  Y4,         2.213,         2.032,         2.058,         2.045,         2.109,         2.109,         2.032,         2.135,         2.045,         1.993,         1.941,         2.174,         2.200,         2.019,         2.019,         2.058,         1.993,         2.045,         2.161,         2.109,         2.019,         2.058,         2.019,         2.032,         2.187,         2.148,         1.967,         1.954,         2.058,         2.161,         2.045,         2.045,         2.058,         2.019,         2.135,         2.058,         2.109,         2.096,         2.058,         2.058,         2.058,         2.084,         1.993,         2.045,         2.084,         2.084,         2.045,         2.135,
  Y3,         2.045,         2.045,         2.109,         2.122,         2.058,         2.135,         2.058,         2.161,         2.174,         2.122,         2.226,         2.148,         2.096,         2.058,         2.071,         2.122,         2.032,         2.058,         2.213,         2.122,         2.058,         2.058,         2.058,         2.109,         2.032,         2.187,         2.045,         2.135,         2.148,         2.058,         2.058,         2.058,         2.058,         2.148,         2.058,         2.058,         2.122,         2.109,         2.071,         2.058,         2.058,         2.109,         2.148,         2.058,         2.135,         2.122,         2.096,         2.161,
  Y2,         2.045,         2.058,         2.071,         2.213,         2.045,         2.135,         2.045,         1.928,         2.135,         2.135,         2.265,         1.941,         2.109,         2.096,         2.135,         2.161,         2.109,         2.071,         2.019,         2.148,         2.109,         2.109,         2.058,         2.096,         2.045,         2.019,         2.058,         1.954,         2.187,         2.084,         2.058,         2.058,         2.109,         2.032,         2.135,         2.096,         2.148,         2.122,         2.148,         2.019,         2.187,         2.032,         2.096,         2.122,         2.161,         1.980,         2.032,         2.187,
  Y1,         2.109,         1.851,         2.174,         2.006,         2.213,         2.109,         2.381,         1.864,         2.342,         2.291,         2.122,         2.135,         2.161,         2.135,         1.902,         1.889,         2.045,         2.058,         2.304,         2.252,         2.316,         2.316,         2.058,         2.045,         2.316,         1.941,         2.148,         1.876,         2.058,         2.135,         1.980,         1.954,         2.058,         2.058,         2.135,         1.864,         1.902,         1.902,         2.058,         2.316,         2.161,         2.109,         2.122,         2.096,         2.122,         2.304,         2.019,         1.864,

Table4:,Result(Fail Parameter)
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,           X29,           X30,           X31,           X32,           X33,           X34,           X35,           X36,           X37,           X38,           X39,           X40,           X41,           X42,           X43,           X44,           X45,           X46,           X47,           X48,
 Y56,             1,             1,             1,          0(A),             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y55,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y54,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y53,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y52,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y51,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y50,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y49,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y48,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y47,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y46,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y45,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y44,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y43,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y42,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y41,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y40,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
 Y39,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,             1,
